ds,INVERTER1.1_Active Power_Kw,INVERTER1.1_AC Current (A)_Phase 1,INVERTER1.1_AC Current (A)_Phase 2,INVERTER1.1_AC Current (A)_Phase 3,INVERTER1.1_AC Voltage (V)_BR,INVERTER1.1_AC Voltage (V)_RY,INVERTER1.1_AC Voltage (V)_YB,INVERTER1.1_Todays Gen_Kwh,INVERTER1.1_DC Current,INVERTER1.1_DC Voltage,INVERTER1.1_DC Power_Kw,INVERTER1.1_Reactive power_Kvar,INVERTER1.1_Inverter_Temp.,INVERTER1.1_Power Factor
12/8/2024 9:24:00 PM,-107.9906164,-106.9455664,-108.2292652,-95.75149268,627.6063257,634.4945826,618.4914597,4809.633553,32231.58447,166.0774502,-105.8559756,-5391.715545,43.37219325,-5.462420571
12/8/2024 9:25:00 PM,-107.7018849,-106.6616152,-107.9462813,-95.46556751,627.5696884,634.4601303,618.4624811,4804.177674,32232.64702,165.7100017,-105.5638738,-5392.25063,43.33881479,-5.463230572
12/8/2024 9:26:00 PM,-107.4215276,-106.3865905,-107.672216,-95.18856464,627.5325905,634.4252194,618.4330434,4798.685074,32232.8842,165.3654092,-105.280233,-5393.300518,43.30517775,-5.464546809
12/8/2024 9:27:00 PM,-107.1496547,-106.1205987,-107.4071754,-94.92059028,627.495034,634.3898522,618.4031464,4793.155525,32232.30414,165.0436001,-105.0051642,-5394.86063,43.27128494,-5.46636483
12/8/2024 9:28:00 PM,-106.8863724,-105.8637422,-107.1512621,-94.66174693,627.4570209,634.354031,618.3727898,4787.588804,32230.91504,164.7444977,-104.7387745,-5396.926335,43.23713924,-5.468680131
12/8/2024 9:29:00 PM,-106.6317836,-105.61612,-106.9045746,-94.41213339,627.4185532,634.3177583,618.3419734,4781.984694,32228.72514,164.4680219,-104.4811675,-5399.492952,43.20274358,-5.471488159
12/8/2024 9:30:00 PM,-106.3859876,-105.3778272,-106.6672081,-94.17184474,627.3796329,634.2810365,618.3106971,4776.342986,32225.74274,164.2140887,-104.2324433,-5402.555748,43.16810094,-5.47478431
12/8/2024 9:31:00 PM,-106.1490801,-105.1489552,-106.4392538,-93.94097231,627.3402622,634.2438681,618.278961,4770.663479,32221.97618,163.9826108,-103.9926982,-5406.109944,43.13321435,-5.478563931
12/8/2024 9:32:00 PM,-105.9211531,-104.9295916,-106.2207992,-93.71960372,627.300443,634.2062556,618.2467649,4764.945977,32217.43388,163.773497,-103.7620251,-5410.150711,43.09808691,-5.482822321
12/8/2024 9:33:00 PM,-105.702295,-104.7198203,-106.0119282,-93.50782282,627.2601776,634.1682016,618.2141089,4759.190294,32212.12426,163.5866527,-103.5405129,-5414.673174,43.06272175,-5.487554732
12/8/2024 9:34:00 PM,-105.4925908,-104.5197216,-105.8127207,-93.30570968,627.2194682,634.1297086,618.1809931,4753.396248,32206.05582,163.4219797,-103.3282472,-5419.672411,43.02712208,-5.492756371
12/8/2024 9:35:00 PM,-105.2921217,-104.3293717,-105.6232531,-93.11334065,627.178317,634.0907793,618.1474176,4747.563669,32199.23711,163.279376,-103.1253097,-5425.143454,42.99129113,-5.498422396
12/8/2024 9:36:00 PM,-105.1009652,-104.1488434,-105.4435978,-92.93078826,627.1367262,634.0514163,618.1133826,4741.69239,32191.67669,163.1587363,-102.9317785,-5431.081293,42.95523221,-5.504547924
12/8/2024 9:37:00 PM,-104.9191953,-103.9782053,-105.2738236,-92.75812129,627.0946981,634.0116222,618.0788885,4735.782254,32183.38318,163.0599516,-102.747728,-5437.480872,42.91894865,-5.511128028
12/8/2024 9:38:00 PM,-104.7468822,-103.8175225,-105.1139953,-92.59540472,627.0522351,633.9713999,618.0439355,4729.833112,32174.36525,162.9829097,-102.573229,-5444.337095,42.88244385,-5.518157736
12/8/2024 9:39:00 PM,-104.5840927,-103.6668563,-104.9641742,-92.44269976,627.0093395,633.9307519,618.0085239,4723.844822,32164.63158,162.9274944,-102.4083485,-5451.644822,42.84572125,-5.525632037
12/8/2024 9:40:00 PM,-104.4308896,-103.5262641,-104.8244176,-92.3000638,626.9660137,633.8896813,617.9726543,4717.81725,32154.19092,162.8935864,-102.2531499,-5459.398874,42.80878432,-5.533545877
12/8/2024 9:41:00 PM,-104.2873322,-103.3957996,-104.6947791,-92.16755049,626.9222602,633.8481907,617.9363271,4711.75027,32143.05204,162.8810628,-102.1076928,-5467.594031,42.77163661,-5.541894164
12/8/2024 9:42:00 PM,-104.1534763,-103.2755127,-104.5753085,-92.04520964,626.8780815,633.806283,617.8995429,4705.643764,32131.22372,162.8897974,-101.9720331,-5476.225037,42.73428168,-5.550671765
12/8/2024 9:43:00 PM,-104.0293737,-103.1654494,-104.4660518,-91.93308732,626.8334801,633.7639611,617.8623023,4699.497624,32118.71481,162.9196603,-101.8462231,-5485.286595,42.69672316,-5.559873511
12/8/2024 9:44:00 PM,-103.9150729,-103.0656521,-104.3670512,-91.83122577,626.7884587,633.721228,617.824606,4693.311746,32105.53417,162.9705186,-101.7303114,-5494.773373,42.65896469,-5.569494195
12/8/2024 9:45:00 PM,-103.8106185,-102.9761593,-104.2783451,-91.73966347,626.7430197,633.6780867,617.7864547,4687.086038,32091.69069,163.0422357,-101.6243428,-5504.680003,42.62100999,-5.579528572
12/8/2024 9:46:00 PM,-103.7160514,-102.8970056,-104.1999683,-91.65843513,626.6971658,633.6345401,617.7478494,4680.820414,32077.1933,163.1346717,-101.5283584,-5515.001082,42.58286279,-5.589971365
12/8/2024 9:47:00 PM,-103.631409,-102.8282221,-104.1319515,-91.58757167,626.6508999,633.5905914,617.7087908,4674.5148,32062.05092,163.2476837,-101.4423957,-5525.731172,42.54452687,-5.60081726
12/8/2024 9:48:00 PM,-103.556725,-102.769836,-104.0743221,-91.52710025,626.6042246,633.5462436,617.66928,4668.169125,32046.27254,163.3811251,-101.3664885,-5536.864804,42.50600605,-5.612060911
12/8/2024 9:49:00 PM,-103.4920295,-102.7218706,-104.0271032,-91.47704428,626.5571427,633.5014999,617.6293179,4661.783332,32029.86715,163.5348462,-101.3006669,-5548.396475,42.46730419,-5.623696939
12/8/2024 9:50:00 PM,-103.4373487,-102.6843457,-103.9903147,-91.43742339,626.5096571,633.4563634,617.5889058,4655.357368,32012.84376,163.7086941,-101.2449572,-5560.320652,42.42842517,-5.635719934
12/8/2024 9:51:00 PM,-103.3927056,-102.6572772,-103.9639722,-91.40825352,626.4617706,633.4108374,617.5480447,4648.891191,31995.21139,163.9025127,-101.1993823,-5572.631772,42.38937292,-5.648124455
12/8/2024 9:52:00 PM,-103.3581191,-102.6406772,-103.9480881,-91.38954683,626.4134863,633.3649252,617.5067358,4642.384769,31976.97911,164.1161425,-101.1639612,-5585.324242,42.35015139,-5.66090503
12/8/2024 9:53:00 PM,-103.333605,-102.6345544,-103.9426707,-91.38131178,626.364807,633.3186301,617.4649807,4635.838075,31958.15597,164.3494213,-101.1387093,-5598.392442,42.31076459,-5.674056161
12/8/2024 9:54:00 PM,-103.319175,-102.6389134,-103.9477248,-91.38355314,626.3157358,633.2719554,617.4227805,4629.251094,31938.75107,164.6021832,-101.1236384,-5611.830723,42.27121654,-5.68757232
12/8/2024 9:55:00 PM,-103.3148374,-102.6537554,-103.9632514,-91.39627197,626.2662759,633.2249045,617.3801369,4622.623818,31918.7735,164.8742596,-101.1187567,-5625.633413,42.23151128,-5.701447953
12/8/2024 9:56:00 PM,-103.3205971,-102.6790778,-103.9892479,-91.41946564,626.2164303,633.1774809,617.3370513,4615.956248,31898.23237,165.1654788,-101.1240688,-5639.79481,42.1916529,-5.715677482
12/8/2024 9:57:00 PM,-103.3364552,-102.7148742,-104.0257081,-91.4531279,626.1662023,633.1296882,617.2935254,4609.248396,31877.13679,165.4756659,-101.1395755,-5654.309192,42.15164553,-5.7302553
12/8/2024 9:58:00 PM,-103.3624094,-102.7611348,-104.0726219,-91.49724881,626.115595,633.0815297,617.2495609,4602.500281,31855.49591,165.8046432,-101.1652743,-5669.170811,42.11149328,-5.745175778
12/8/2024 9:59:00 PM,-103.3984536,-102.8178461,-104.129976,-91.55181483,626.0646118,633.0330092,617.2051596,4595.71193,31833.31885,166.1522298,-101.2011589,-5684.373899,42.07120034,-5.760433266
12/8/2024 10:00:00 PM,-104.9015743,-104.4026288,-105.7177092,-93.13628526,625.6446882,632.6295952,616.7868127,4817.687075,31704.44495,168.6962722,-102.7118423,-5744.228865,42.00445704,-5.818757107
12/8/2024 10:01:00 PM,-104.9577668,-104.4801863,-105.7958884,-93.21168644,625.5929632,632.5803614,616.7415435,4810.818375,31681.223,169.0805236,-102.7680657,-5760.097495,41.9638953,-5.834671571
12/8/2024 10:02:00 PM,-105.0240107,-104.5681323,-105.8844455,-93.29747051,625.5408725,632.5307767,616.6958433,4803.909578,31657.49233,169.4828246,-102.8344351,-5776.290158,41.92320551,-5.850905959
12/8/2024 10:03:00 PM,-105.1002859,-104.6664389,-105.9833528,-93.39360962,625.4884195,632.4808446,616.6497143,4796.96075,31633.26209,169.9029829,-102.9109301,-5792.801006,41.88239192,-5.867454538
12/8/2024 10:04:00 PM,-105.1865691,-104.7750748,-106.0925787,-93.50007237,625.4356079,632.4305692,616.6031587,4789.971964,31608.54146,170.3408036,-102.9975269,-5809.624172,41.84145881,-5.884311554
12/8/2024 10:05:00 PM,-105.2828336,-104.894005,-106.2120884,-93.61682389,625.3824413,632.3799542,616.5561787,4782.943302,31583.33959,170.7960886,-103.0941983,-5826.753772,41.8004105,-5.901471237
12/8/2024 10:06:00 PM,-105.3890492,-105.0231912,-106.3418436,-93.74382581,625.3289232,632.3290037,616.5087768,4775.874856,31557.66564,171.2686376,-103.2009135,-5844.183905,41.75925129,-5.918927801
12/8/2024 10:07:00 PM,-105.5051822,-105.1625916,-106.4818025,-93.88103633,625.2750575,632.2777215,616.4609553,4768.766728,31531.52877,171.7582472,-103.3176384,-5861.908659,41.71798552,-5.936675444
12/8/2024 10:08:00 PM,-105.6311958,-105.3121609,-106.6319198,-94.0284102,625.220848,632.2261117,616.412717,4761.619027,31504.93814,172.2647117,-103.4443356,-5879.922105,41.67661755,-5.954708349
12/8/2024 10:09:00 PM,-105.7670498,-105.4718506,-106.7921469,-94.18589881,625.1662984,632.1741785,616.3640643,4754.431873,31477.90288,172.7878225,-103.5809642,-5898.218301,41.63515174,-5.973020685
12/8/2024 10:10:00 PM,-105.9127005,-105.6416086,-106.9624318,-94.35345015,625.1114128,632.1219258,616.315,4747.205394,31450.43216,173.3273687,-103.72748,-5916.791297,41.59359247,-5.99160661
12/8/2024 10:11:00 PM,-106.0681012,-105.8213795,-107.1427193,-94.53100888,625.056195,632.069358,616.2655269,4739.939728,31422.5351,173.8831367,-103.8838355,-5935.635128,41.55194414,-6.010460269
12/8/2024 10:12:00 PM,-106.2332017,-106.0111048,-107.3329507,-94.71851637,625.000649,632.0164793,616.2156479,4732.635021,31394.22083,174.4549105,-104.0499799,-5954.743819,41.51021115,-6.029575796
12/8/2024 10:13:00 PM,-106.4079488,-106.2107224,-107.5330641,-94.91591068,624.9447791,631.9632939,616.1653661,4725.291429,31365.49847,175.0424716,-104.2258592,-5974.11139,41.46839793,-6.048947317
12/8/2024 10:14:00 PM,-106.5922858,-106.4201673,-107.7429944,-95.12312665,624.8885892,631.9098063,616.1146845,4717.909119,31336.37713,175.6455993,-104.4114161,-5993.731848,41.42650889,-6.068568946
12/8/2024 10:15:00 PM,-106.7861533,-106.639371,-107.9626732,-95.34009589,624.8320837,631.8560208,616.0636062,4710.488263,31306.8659,176.2640703,-104.6065902,-6013.599197,41.38454847,-6.088434792
12/8/2024 10:16:00 PM,-106.9894882,-106.868262,-108.1920289,-95.56674685,624.7752667,631.8019418,616.0121346,4703.029045,31276.97386,176.8976591,-104.8113178,-6033.707432,41.34252111,-6.108538955
12/8/2024 10:17:00 PM,-107.2022248,-107.1067654,-108.430987,-95.80300483,624.7181427,631.7475739,615.9602731,4695.531659,31246.71009,177.5461379,-105.0255322,-6054.050544,41.30043126,-6.128875531
12/8/2024 10:18:00 PM,-107.4242941,-107.3548036,-108.6794695,-96.04879199,624.6607159,631.6929217,615.9080249,4687.996305,31216.08364,178.2092769,-105.2491636,-6074.622519,41.25828337,-6.149438607
12/8/2024 10:19:00 PM,-107.6556239,-107.6122955,-108.9373958,-96.30402747,624.6029908,631.6379898,615.8553938,4680.423194,31185.10354,178.8868438,-105.482139,-6095.41734,41.2160819,-6.17022227
12/8/2024 10:20:00 PM,-107.8961394,-107.8791573,-109.2046818,-96.56862733,624.544972,631.5827828,615.8023834,4672.812547,31153.77882,179.5786044,-105.7243825,-6116.428988,41.17383131,-6.1912206
12/8/2024 10:21:00 PM,-108.1457626,-108.155302,-109.4812407,-96.84250465,624.4866641,631.5273055,615.7489973,4665.164591,31122.11846,180.2843224,-105.9758153,-6137.651441,41.13153605,-6.212427677
12/8/2024 10:22:00 PM,-108.4044124,-108.4406398,-109.7669826,-97.12556955,624.4280716,631.4715626,615.6952394,4657.479566,31090.13146,181.0037592,-106.2363554,-6159.078678,41.08920059,-6.233837579
12/8/2024 10:23:00 PM,-108.6720052,-108.7350776,-110.0618149,-97.41772923,624.3691992,631.4155591,615.6411137,4649.757718,31057.82677,181.7366746,-106.505918,-6180.704677,41.04682939,-6.255444382
12/8/2024 10:24:00 PM,-108.9484542,-109.03852,-110.3656417,-97.71888801,624.3100518,631.3592998,615.5866242,4641.999303,31025.21333,182.4828262,-106.7844156,-6202.523419,41.0044269,-6.277242163
12/8/2024 10:25:00 PM,-109.23367,-109.3508683,-110.6783648,-98.02894736,624.2506341,631.3027897,615.5317749,4634.204586,30992.30006,183.2419698,-107.0717574,-6224.528884,40.96199757,-6.299225002
12/8/2024 10:26:00 PM,-109.5275603,-109.6720211,-110.9998828,-98.34780597,624.190951,631.2460337,615.4765701,4626.37384,30959.09584,184.0138593,-107.3678503,-6246.715058,40.91954587,-6.321386977
12/8/2024 10:27:00 PM,-109.8300302,-110.0018745,-111.3300916,-98.67535977,624.1310076,631.189037,615.4210142,4618.507348,30925.60954,184.798247,-107.6725981,-6269.075929,40.87707623,-6.343722174
12/8/2024 10:28:00 PM,-110.1409818,-110.3403215,-111.6688846,-99.01150196,624.0708088,631.1318047,615.3651114,4610.605402,30891.85,185.5948832,-107.9859021,-6291.605491,40.8345931,-6.366224678
12/8/2024 10:29:00 PM,-110.4603149,-110.6872527,-112.0161524,-99.3561231,624.0103596,631.074342,615.3088663,4602.668302,30857.82604,186.4035166,-108.3076607,-6314.297744,40.7921009,-6.388888582
12/8/2024 10:30:00 PM,-110.7879265,-111.0425559,-112.3717828,-99.70911111,623.9496654,631.0166541,615.2522836,4594.696356,30823.54643,187.2238943,-108.6377699,-6337.146693,40.74960406,-6.411707983
12/8/2024 10:31:00 PM,-111.1237111,-111.4061166,-112.7356614,-100.0703513,623.8887311,630.9587463,615.1953678,4586.689882,30789.01994,188.0557617,-108.976123,-6360.14635,40.70710699,-6.434676986
12/8/2024 10:32:00 PM,-111.4675606,-111.7778174,-113.107671,-100.4397266,623.8275623,630.9006239,615.1381238,4578.649207,30754.25529,188.8988629,-109.3226106,-6383.290739,40.6646141,-6.457789702
12/8/2024 10:33:00 PM,-111.8193643,-112.1575386,-113.4876919,-100.8171172,623.7661641,630.8422924,615.0805565,4570.574664,30719.26118,189.7529401,-109.677121,-6406.57389,40.62212977,-6.481040249
12/8/2024 10:34:00 PM,-112.1790094,-112.5451582,-113.8756022,-101.2024011,623.7045419,630.7837573,615.0226708,4562.466598,30684.04627,190.6177344,-110.03954,-6429.989844,40.57965838,-6.504422759
12/8/2024 10:35:00 PM,-112.5463804,-112.9405516,-114.2712774,-101.5954537,623.6427014,630.7250241,614.9644718,4554.32536,30648.6192,191.4929855,-110.4097509,-6453.532652,40.5372043,-6.527931368
12/8/2024 10:36:00 PM,-112.9213596,-113.3435918,-114.6745907,-101.9961482,623.5806479,630.6660983,614.9059648,4546.15131,30612.98855,192.3784315,-110.7876347,-6477.196379,40.49477188,-6.551560227
12/8/2024 10:37:00 PM,-113.303827,-113.7541497,-115.085413,-102.4043555,623.5183872,630.6069856,614.8471549,4537.944817,30577.1629,193.2738095,-111.1730701,-6500.975101,40.45236544,-6.575303497
12/8/2024 10:38:00 PM,-113.6936601,-114.172094,-115.5036131,-102.8199442,623.4559248,630.5476917,614.7880476,4529.706256,30541.15078,194.1788552,-111.5659334,-6524.862908,40.40998931,-6.599155352
12/8/2024 10:39:00 PM,-114.0907345,-114.5972909,-115.9290574,-103.2427807,623.3932665,630.4882223,614.7286483,4521.436014,30504.96067,195.0933032,-111.9660989,-6548.853905,40.36764778,-6.623109978
12/8/2024 10:40:00 PM,-114.4949236,-115.0296048,-116.3616103,-103.6727294,623.3304181,630.4285833,614.6689625,4513.134483,30468.60104,196.0168869,-112.3734384,-6572.942212,40.32534512,-6.647161579
12/8/2024 10:41:00 PM,-114.9060985,-115.4688977,-116.801134,-104.1096523,623.2673854,630.3687806,614.608996,4504.802063,30432.0803,196.9493388,-112.787822,-6597.121963,40.28308561,-6.671304369
12/8/2024 10:42:00 PM,-115.3241283,-115.9150299,-117.2474888,-104.5534097,623.2041744,630.30882,614.5487544,4496.439165,30395.40683,197.8903902,-113.2091172,-6621.387312,40.24087346,-6.695532583
12/8/2024 10:43:00 PM,-115.7488803,-116.3678593,-117.7005329,-105.0038598,623.1407911,630.2487075,614.4882436,4488.046204,30358.58898,198.8397715,-113.6371899,-6645.732429,40.1987129,-6.719840468
12/8/2024 10:44:00 PM,-116.1802195,-116.8272422,-118.1601227,-105.4608587,623.0772414,630.1884493,614.4274696,4479.623605,30321.63504,199.7972122,-114.0719039,-6670.151503,40.15660811,-6.744222292
12/8/2024 10:45:00 PM,-116.6180093,-117.293033,-118.6261125,-105.9242609,623.0135316,630.1280513,614.3664384,4471.171801,30284.55328,200.7624411,-114.5131209,-6694.638742,40.11456327,-6.768672339
12/8/2024 10:46:00 PM,-117.0621109,-117.7650841,-119.098355,-106.3939188,622.9496678,630.0675197,614.3051561,4462.691232,30247.35191,201.7351859,-114.960701,-6719.188375,40.0725825,-6.793184915
12/8/2024 10:47:00 PM,-117.5123841,-118.2432461,-119.576701,-106.8696832,622.8856563,630.0068607,614.243629,4454.182345,30210.03912,202.7151738,-115.4145022,-6743.794651,40.03066994,-6.817754343
12/8/2024 10:48:00 PM,-117.9686866,-118.7273682,-120.0609996,-107.3514032,622.8215032,629.9460807,614.1818633,4445.645594,30172.62303,203.7021312,-115.874381,-6768.451842,39.98882965,-6.842374968
12/8/2024 10:49:00 PM,-118.4308745,-119.2172975,-120.5510984,-107.8389262,622.7572151,629.8851858,614.1198654,4437.081443,30135.11174,204.695784,-116.340192,-6793.15424,39.94706571,-6.867041157
12/8/2024 10:50:00 PM,-118.8988023,-119.7128799,-121.046843,-108.3320979,622.6927983,629.8241825,614.0576419,4428.490361,30097.51329,205.6958574,-116.8117881,-6817.896165,39.90538213,-6.8917473
12/8/2024 10:51:00 PM,-119.3723229,-120.2139595,-121.5480779,-108.8307625,622.6282594,629.7630772,613.9951993,4419.872824,30059.83569,206.7020761,-117.2890208,-6842.671956,39.86378292,-6.916487808
12/8/2024 10:52:00 PM,-119.8512875,-120.7203789,-122.0546458,-109.3347627,622.5636048,629.7018763,613.9325443,4411.229316,30022.08689,207.7141645,-117.7717399,-6867.47598,39.82227205,-6.941257117
12/8/2024 10:53:00 PM,-120.3355461,-121.2319795,-122.5663881,-109.8439399,622.4988412,629.6405865,613.8696838,4402.560329,29984.27479,208.7318463,-118.2597937,-6892.302629,39.78085345,-6.966049689
12/8/2024 10:54:00 PM,-120.824947,-121.748601,-123.0831449,-110.358134,622.4339752,629.5792142,613.8066244,4393.866359,29946.40727,209.7548453,-118.753029,-6917.146321,39.73953102,-6.990860009
12/8/2024 10:55:00 PM,-121.3193371,-122.2700819,-123.6047547,-110.8771834,622.3690136,629.5177662,613.7433733,4385.147911,29908.49214,210.7828845,-119.2512913,-6942.001502,39.69830863,-7.015682589
12/8/2024 10:56:00 PM,-121.8185623,-122.7962596,-124.1310549,-111.4009257,622.3039632,629.456249,613.6799373,4376.405496,29870.53716,211.815687,-119.7544248,-6966.862646,39.65719011,-7.040511971
12/8/2024 10:57:00 PM,-122.3224669,-123.32697,-124.6618818,-111.9291967,622.2388308,629.3946694,613.6163238,4367.639632,29832.55005,212.8529757,-120.2622724,-6991.724254,39.61617926,-7.06534272
12/8/2024 10:58:00 PM,-122.830894,-123.8620481,-125.1970704,-112.4618316,622.1736232,629.3330343,613.5525397,4358.850841,29794.53848,213.8944734,-120.7746756,-7016.580858,39.57527984,-7.090169432
12/8/2024 10:59:00 PM,-123.3436858,-124.4013276,-125.7364547,-112.998664,622.1083476,629.2713505,613.4885925,4350.039656,29756.51006,214.9399026,-121.291475,-7041.427021,39.53449558,-7.114986733
12/8/2024 11:00:00 PM,-125.3176789,-126.4622793,-127.7998237,-115.0590035,621.6744431,628.8550897,613.0509788,4570.010304,29612.30256,218.1670161,-123.2771325,-7110.573537,39.46751631,-7.182524294
12/8/2024 11:01:00 PM,-125.8387216,-127.009459,-128.347097,-115.6037288,621.6090523,628.7933291,612.9867275,4561.155943,29574.26312,219.2194767,-123.8022411,-7135.382626,39.42697337,-7.207306766
12/8/2024 11:02:00 PM,-126.3636487,-127.5603356,-128.8980618,-116.1521473,621.5436147,628.7315405,612.9223354,4552.280814,29536.22939,220.2750371,-124.3312609,-7160.165146,39.38655652,-7.232063883
12/8/2024 11:03:00 PM,-126.8922979,-128.1147391,-129.4525482,-116.7040892,621.4781372,628.669731,612.85781,4543.38547,29498.20878,221.3334205,-124.8640281,-7184.915787,39.34626932,-7.256790394
12/8/2024 11:04:00 PM,-127.4245065,-128.6724987,-130.0103857,-117.2593837,621.4126273,628.6079076,612.7931593,4534.470473,29460.20865,222.3943502,-125.4003782,-7209.629274,39.30611529,-7.281481081
12/8/2024 11:05:00 PM,-127.9601107,-129.2334428,-130.5714029,-117.8178593,621.3470922,628.5460776,612.7283908,4525.536388,29422.23631,223.4575495,-125.940146,-7234.300363,39.26609793,-7.306130759
12/8/2024 11:06:00 PM,-128.4989459,-129.7973993,-131.1354277,-118.3793439,621.2815393,628.484248,612.6635124,4516.583785,29384.29901,224.5227426,-126.4831652,-7258.923847,39.22622065,-7.330734277
12/8/2024 11:07:00 PM,-129.040847,-130.3641952,-131.7022874,-118.9436647,621.2159758,628.4224261,612.5985322,4507.613242,29346.40395,225.5896537,-127.0292691,-7283.494555,39.18648686,-7.355286519
12/8/2024 11:08:00 PM,-129.585648,-130.9336573,-132.2718088,-119.5106484,621.1504094,628.3606191,612.5334581,4498.625339,29308.55829,226.6580075,-127.5782902,-7308.007352,39.1468999,-7.379782405
12/8/2024 11:09:00 PM,-130.1331825,-131.5056116,-132.8438182,-120.0801211,621.0848474,628.2988343,612.4682981,4489.620663,29270.76909,227.7275295,-128.1300604,-7332.45714,39.10746307,-7.404216891
12/8/2024 11:10:00 PM,-130.6832836,-132.0798838,-133.4181414,-120.6519087,621.0192973,628.2370791,612.4030605,4480.599805,29233.04341,228.7979454,-128.6844112,-7356.83886,39.06817964,-7.428584969
12/8/2024 11:11:00 PM,-131.2357836,-132.6562991,-133.9946038,-121.2258364,620.9537669,628.1753608,612.3377534,4471.563363,29195.38821,229.8689818,-129.2411734,-7381.147488,39.0290528,-7.45288167
12/8/2024 11:12:00 PM,-131.7905148,-133.2346826,-134.5730305,-121.8017292,620.8882637,628.1136869,612.2723852,4462.511937,29157.81042,230.9403659,-129.8001775,-7405.378044,38.99008573,-7.477102062
12/8/2024 11:13:00 PM,-132.3473089,-133.8148588,-135.1532465,-122.379412,620.8227954,628.0520648,612.2069643,4453.446133,29120.3169,232.0118256,-130.3612538,-7429.525582,38.95128153,-7.501241252
12/8/2024 11:14:00 PM,-132.9059973,-134.3966524,-135.7350763,-122.9587092,620.7573696,627.9905021,612.141499,4444.366559,29082.91446,233.0830898,-130.9242319,-7453.585202,38.91264326,-7.525294386
12/8/2024 11:15:00 PM,-133.4664112,-134.9798876,-136.3183445,-123.5394454,620.6919943,627.9290061,612.0759978,4435.273832,29045.60985,234.1538881,-131.4889416,-7477.552041,38.87417394,-7.549256652
12/8/2024 11:16:00 PM,-134.0283816,-135.5643887,-136.9028755,-124.1214447,620.6266771,627.8675847,612.0104694,4426.168568,29008.40975,235.2239511,-132.0552123,-7501.421278,38.83587653,-7.573123275
12/8/2024 11:17:00 PM,-134.5917395,-136.1499799,-137.4884937,-124.7045316,620.561426,627.8062452,611.9449223,4417.05139,28971.32081,236.2930103,-132.6228731,-7525.188136,38.79775395,-7.596889526
12/8/2024 11:18:00 PM,-135.1563155,-136.7364856,-138.0750236,-125.2885304,620.4962488,627.7449954,611.8793653,4407.922924,28934.34959,237.3607983,-133.1917533,-7548.847879,38.75980906,-7.620550714
12/8/2024 11:19:00 PM,-135.7219406,-137.3237301,-138.6622896,-125.8732655,620.4311534,627.683843,611.813807,4398.7838,28897.5026,238.4270487,-133.7616822,-7572.395814,38.72204465,-7.644102193
12/8/2024 11:20:00 PM,-136.2884455,-137.9115379,-139.2501165,-126.4585615,620.3661478,627.6227955,611.7482563,4389.63465,28860.78631,239.4914965,-134.3324889,-7595.827295,38.6844635,-7.667539357
12/8/2024 11:21:00 PM,-136.8556611,-138.4997337,-139.8383291,-127.0442432,620.30124,627.5618609,611.682722,4380.476112,28824.20709,240.5538776,-134.9040029,-7619.137716,38.64706829,-7.690857647
12/8/2024 11:22:00 PM,-137.4234186,-139.0881425,-140.4267527,-127.6301357,620.236438,627.5010468,611.6172131,4371.308825,28787.7713,241.6139294,-135.4760535,-7642.322519,38.60986168,-7.714052546
12/8/2024 11:23:00 PM,-137.9915492,-139.6765898,-141.0152127,-128.2160643,620.17175,627.4403611,611.5517385,4362.133432,28751.4852,242.6713905,-136.0484706,-7665.377191,38.57284626,-7.737119584
12/8/2024 11:24:00 PM,-138.5598846,-140.2649011,-141.6035351,-128.801855,620.1071839,627.3798114,611.4863073,4352.950579,28715.35499,243.7260008,-136.6210841,-7688.297265,38.53602457,-7.760054334
12/8/2024 11:25:00 PM,-139.1282566,-140.8529027,-142.1915461,-129.3873338,620.0427479,627.3194058,611.4209285,4343.760914,28679.38684,244.7775019,-137.1937245,-7711.078321,38.49939909,-7.782852415
12/8/2024 11:26:00 PM,-139.6964974,-141.4404213,-142.7790726,-129.9723277,619.9784502,627.2591521,611.3556112,4334.565089,28643.58683,245.8256365,-137.7662223,-7733.715985,38.46297225,-7.805509494
12/8/2024 11:27:00 PM,-140.2644399,-142.0272841,-143.365942,-130.5566638,619.9142989,627.199058,611.2903645,4325.363756,28607.96098,246.8701493,-138.3384088,-7756.205931,38.42674641,-7.828021285
12/8/2024 11:28:00 PM,-140.8319172,-142.6133189,-143.9519824,-131.1401701,619.8503023,627.1391317,611.2251978,4316.157573,28572.51526,247.9107862,-138.9101156,-7778.543884,38.3907239,-7.850383548
12/8/2024 11:29:00 PM,-141.398763,-143.1983543,-144.5370223,-131.7226752,619.7864686,627.0793809,611.1601202,4306.947197,28537.25558,248.947295,-139.481175,-7800.725614,38.35490695,-7.872592092
12/8/2024 11:30:00 PM,-141.9648118,-143.7822196,-145.1208914,-132.3040085,619.7228061,627.0198137,611.0951411,4297.733287,28502.18775,249.979425,-140.0514199,-7822.746942,38.31929778,-7.894642774
12/8/2024 11:31:00 PM,-142.5298986,-144.3647447,-145.7034198,-132.8840001,619.659323,626.960438,611.0302697,4288.516507,28467.31758,251.0069274,-140.6206837,-7844.603738,38.28389852,-7.916531501
12/8/2024 11:32:00 PM,-143.0938592,-144.9457607,-146.2844385,-133.4624809,619.5960277,626.9012617,610.9655154,4279.297519,28432.65075,252.0295551,-141.1888007,-7866.291925,38.24871125,-7.938254228
