ds,GHI_A_DATA_Avg,POA_A_DATA_2_Avg,AirTC_Avg_Degree Celcius,RH_%,POA_A_DATA_3_Avg,WS_Avg_km/h,T110PV_C_Avg_Degree Celcius
11/21/2024 6:18:00 PM,-19.8271089544331,-46.2096975209034,32.791779826913,25.5159580428571,-48.8328641744415,-19.9031686912421,34.6990747372438
11/21/2024 6:19:00 PM,-21.4454102895122,-48.0494752090622,32.754063775533,25.5948994446441,-50.5754828689122,-19.9441256108393,34.6057743480585
11/21/2024 6:20:00 PM,-23.0412507715886,-49.8645000357733,32.7163374420076,25.6738891255445,-52.2937632504705,-19.9849473816995,34.5130336930421
11/21/2024 6:21:00 PM,-24.6146178456478,-51.6547372693832,32.6786039725935,25.7529198116219,-53.987685565389,-20.025630194982,34.420857954281
11/21/2024 6:22:00 PM,-26.1655025229099,-53.4201561507769,32.6408664995751,25.8319842597309,-55.6572339006728,-20.0661702812028,34.3292522153037
11/21/2024 6:23:00 PM,-27.6938993515597,-55.1607298658318,32.6031281415511,25.9110752511774,-57.3023961535552,-20.1065639104363,34.23822146114
11/21/2024 6:24:00 PM,-29.1998064181279,-56.8764355533656,32.5653920026724,25.9901856005253,-58.923164037984,-20.1468073927117,34.1477705777917
11/21/2024 6:25:00 PM,-30.6832253601646,-58.5672543252171,32.5276611713899,26.0693081516515,-60.5195330988626,-20.1868970803484,34.0579043496389
11/21/2024 6:26:00 PM,-32.1441613569228,-60.233171261979,32.4899387199647,26.1484357852255,-62.091502706047,-20.2268293676528,33.9686274591576
11/21/2024 6:27:00 PM,-33.5826231168314,-61.8741754049519,32.4522277047176,26.2275614136951,-63.6390760442712,-20.266600691557,33.8799444866458
11/21/2024 6:28:00 PM,-34.9986228956805,-63.4902597825919,32.4145311638282,26.3066779887296,-65.1622601338912,-20.3062075337336,33.7918599074002
11/21/2024 6:29:00 PM,-36.3921764617985,-65.0814213771773,32.3768521180642,26.38577849909,-66.6610657973166,-20.3456464201508,33.7043780929197
11/21/2024 6:30:00 PM,-37.7633031200377,-66.6476611583855,32.3391935694489,26.4648559737097,-68.1355076878375,-20.384913922397,33.6175033081548
11/21/2024 6:31:00 PM,-39.1120257103382,-68.1889840876856,32.3015585001029,26.5439034852247,-69.5856042902822,-20.4240066588033,33.5312397100913
11/21/2024 6:32:00 PM,-40.4383705392894,-69.7053990463426,32.2639498736218,26.6229141458502,-71.0113778504181,-20.4629212940578,33.4455913508656
11/21/2024 6:33:00 PM,-41.7423674581866,-71.1969189306636,32.2263706316692,26.7018811153902,-72.4128544611833,-20.501654541792,33.3605621711438
11/21/2024 6:34:00 PM,-43.0240498017875,-72.6635605886292,32.1888236955502,26.7807975990119,-73.7900640010906,-20.5402031635103,33.2761560031711
11/21/2024 6:35:00 PM,-44.2834543764432,-74.1053448119322,32.1513119649038,26.8596568489531,-75.143040122372,-20.5785639702165,33.1923765695252
11/21/2024 6:36:00 PM,-45.5206214893428,-75.5222963761543,32.1138383164608,26.9384521686752,-76.4718202868181,-20.616733823495,33.1092274802022
11/21/2024 6:37:00 PM,-46.7355948765381,-76.9144439641829,32.0764056050314,27.0171769106486,-77.7764456899404,-20.654709634592,33.0267122355623
11/21/2024 6:38:00 PM,-47.9284217653477,-78.2818202442478,32.0390166608469,27.0958244807559,-79.0569613316803,-20.6924883676042,32.9448342208198
11/21/2024 6:39:00 PM,-49.0991528038112,-79.624461795023,32.0016742905339,27.1743883382232,-80.3134159424778,-20.7300670380348,32.8635967089846
11/21/2024 6:40:00 PM,-50.2478420592453,-80.9424091103524,31.9643812762891,27.2528619970357,-81.5458619849522,-20.7674427142773,32.7830028595753
11/21/2024 6:41:00 PM,-51.3745470277129,-82.2357066164381,31.9271403747169,27.3312390293717,-82.7543556672385,-20.8046125181108,32.7030557164639
